tuId	tuName	operonName	tuGenes	pmName	tuEvidence	addEvidence	confidenceLevel	pmids
RDBECOLITUC01046	yqiJK	yqiJK	yqiK;yqiJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01047	sibD	sibD	sibD;	sibDp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01048	hldE	hldE	hldE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01049	ygiF-glnE	ygiF-glnE	ygiF;glnE;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01050	folB	folB	folB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01051	ebgR	ebgR	ebgR;	ebgRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01052	ygjI	ygjI	ygjI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01053	ygjJK	ygjJK	ygjK;ygjJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01054	fadH	fadH	fadH;	fadHp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01055	higBA	higBA	higB;higA;	higBp	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-IBA:W][COMP-AINF:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S]		STRONG	
RDBECOLITUC01056	rlmG	rlmG	rlmG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01057	ygjP	ygjP	ygjP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01058	ygjQ	ygjQ	ygjQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01059	ygjR	ygjR	ygjR;	ygjRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01060	alx	alx	alx;		[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01061	sstT	sstT	sstT;	sstTp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01062	ygjV	ygjV	ygjV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01063	yqjCDEK	yqjCDEK	yqjK;yqjE;yqjD;yqjC;	yqjCp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01064	yqjF	yqjF	yqjF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01065	yqjG	yqjG	yqjG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01066	yhaH	yhaH	yhaH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01067	yhaI	yhaI	yhaI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01068	yhaKL	yhaKL	yhaL;yhaK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01069	cyuPA	cyuPA	cyuP;cyuA;		[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][EXP-IEP-COREGULATION:W][COMP-AINF:W]		STRONG	
RDBECOLITUC01070	tdcR	tdcR	tdcR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01071	yhaBC	yhaBC	yhaC;yhaB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01072	sohA-yhaV	sohA-yhaV	yhaV;prlF;	sohAp	[EXP-IEP-COREGULATION:W][EXP-IMP-POLAR-MUTATION:S][IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		STRONG	
RDBECOLITUC01073	yraH	yraH	yraH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01074	yraIJK	yraIJK	yraK;yraJ;yraI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01075	yraQ	yraQ	yraQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01076	yraR	yraR	yraR;	yraRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01077	ubiT-yhbS	ubiT-yhbS	ubiT;yhbS;	ubiTp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01078	ubiUV	ubiUV	ubiV;ubiU;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01079	yhbW	yhbW	yhbW;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01080	deaD	yrbN-deaD	deaD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01081	nlpI	nlpI	nlpI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01082	yhbX	yhbX	yhbX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01083	folP-glmM	folP-glmM	folP;glmM;		[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01085	ispB	ispB	ispB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01086	sfsB	sfsB	sfsB;	sfsBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01087	murA	ibaG-murA	murA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01088	ibaG	ibaG-murA	ibaG;	ibaGp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC01089	mlaFEDCB	mlaFEDCB	mlaF;mlaE;mlaD;mlaC;mlaB;	mlaFp2	[IC-ADJ-GENES-SAME-BIO-PROCESS:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01090	elbB-mtgA	elbB-mtgA	elbB;mtgA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01091	yhcC	yhcC	yhcC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01092	yhcADE	yhcADE	yhcE;yhcD;yhcA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01093	yhcF	yhcF	yhcF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01094	yhcG	yhcG	yhcG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01095	nanR	nanR	nanR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01096	zapE	zapE	zapE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01097	yhcB	yhcB	zapG;	yhcBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01098	degQS	degQS	degS;degQ;	degQp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01099	yhcN	yhcN	yhcN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01100	yhcO	yhcO	yhcO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01101	aaeXAB	aaeXAB	aaeX;aaeA;aaeB;	aaeXp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01102	tldD	tldD	tldD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01103	yhdP	yhdP	yhdP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01104	csrD	csrD	csrD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01105	yhdJ	yhdJ	yhdJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01106	yhdU	yhdU	yhdU;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01107	yhdV	yhdV	yhdV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01108	trkA	trkA	trkA;	trkAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01109	mscL	mscL	mscL;	mscLp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01110	arfA	arfA	arfA;	arfAp3	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01111	yhdN-zntR	yhdN-zntR	yhdN;zntR;	yhdNp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01112	gspCDEFGHIJKLMO	gspCDEFGHIJKLMO	gspO;gspM;gspL;gspK;gspJ;gspI;gspH;gspG;gspF;gspE;gspD;gspC;	gspCp3	[COMP-AINF:W]		WEAK	
RDBECOLITUC01113	bfd-bfr	bfd-bfr	bfd;bfr;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01114	yheO-tusDCB	yheO-tusDCB	yheO;tusD;tusC;tusB;	yheOp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01115	slyD	slyD	slyD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01116	kefGB-yheV	kefGB-yheV	kefG;kefB;yheV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01117	yheSTU	yheSTU	yheU;yheT;yheS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01118	prkB	prkB	prkB;	prkBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01119	tsgA	tsgA	tsgA;	tsgAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01120	yhfL	yhfL	yhfL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01121	yhfXW-php-yhfUTS	yhfXW-php-yhfUTS	yhfX;yhfW;php;yhfU;yhfT;yhfS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01122	yhfZY	yhfZY	yhfZ;yhfY;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01123	hofQ	hofQ	hofQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01124	hofMNOP	hofMNOP	hofM;hofN;hofO;hofP;	hofMp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01125	igaA	igaA	igaA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01126	yrfG-hslR	yrfG-hslR	hslR;yrfG;	yrfGp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01127	hslO	yrfG-hslR	hslO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01128	greB	greB	greB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01129	yhgF	yhgF	yhgF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01130	rpnA	rpnA	rpnA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01131	yzgL	yzgL	yzgL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01132	asd	asd	asd;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01133	yhhW	yhhW	yhhW;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01134	yhhX	yhhX	yhhX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01135	yhhZ-yrhA-insA6AB6B6	yhhZ-yrhA-insA6AB6B6	insB6;insA6;insAB6;yrhA;yhhZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01136	yrhB	yrhB	yrhB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01137	rsmD-yhhL	rsmD-yhhL	yhhL;rsmD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01138	yhhN	yhhN	yhhN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01139	yhhQ	yhhQ	yhhQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01140	dcrB	dcrB	dcrB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01141	yhhT	yhhT	yhhT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01142	acpT	acpT	acpT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01143	rhsB	rhsB	rhsB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01144	yhhH	yhhH	yhhH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01145	yrhC	yrhC	yrhC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01146	yhhI	yhhI	yhhI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01147	yhiI-rbbA-yhhJ	yhiI-rbbA-yhhJ	yhiI;rbbA;yhhJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01148	yhiJ	yhiJ	yhiJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01149	yhiL	yhiL	yhiL;	yhiLp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01150	dtpB	dtpB	dtpB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01151	prlC-yhiQ	prlC-yhiQ	prlC;rsmJ;	prlCp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01152	rlmJ	rlmJ	rlmJ;	rlmJp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01153	yhiS	yhiS	yhiS;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01154	yhiD	hdeAB-yhiD	yhiD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01155	mdtEF	gadEF-mdtEF	mdtF;mdtE;	mdtEp1	[COMP-AINF:W][IC-ADJ-GENES-SAME-BIO-PROCESS:W]		WEAK	
RDBECOLITUC01156	yhjA	yhjA	ccp;	yhjAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01157	yhjC	yhjC	rcdB;	yhjCp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01158	yhjD	yhjD	yhjD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01159	yhjE	yhjE	yhjE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01160	yhjG	yhjG	yhjG;	yhjGp	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IEP:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01161	pdeK	pdeK	pdeK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01162	bcsEFG	bcsEFG	bcsG;bcsF;bcsE;	bcsEp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01163	rdlD	rdlD	rdlD;	rdlDp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01164	yhjV	yhjV	yhjV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01165	eptB	eptB	eptB;	eptBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01166	yhjY	yhjY	yhjY;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01167	tag-yiaC	tag-yiaC	yiaC;tag;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01168	yiaD	yiaD	yiaD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01169	ghrB	ghrB	ghrB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01170	ysaB	ysaB	ysaB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01171	yiaA	yiaA	yiaA;	yiaAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01172	yiaB	yiaB	yiaB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01173	avtA	avtA	avtA;	avtAp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01174	ysaA	ysaA	ysaA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01175	yiaWV	yiaWV	yiaW;yiaV;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01176	yiaY	yiaY	yiaY;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01177	yibF	yibF	yibF;	yibFp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01178	rhsA-yibA	rhsA-yibA	yibA;rhsA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01179	yibJ	yibJ	yibJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01180	yibG	yibG	yibG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01181	yibIH	yibIH	yibI;yibH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01182	yibL	yibL	yibL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01183	trmL	trmL	trmL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01184	secB-gpsA	yibN-grxC-secB-gpsA	secB;gpsA;	secBp	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01185	grxC	yibN-grxC-secB-gpsA	grxC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01186	yibN	yibN-grxC-secB-gpsA	yibN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01187	gpmM-envC-yibQ	gpmM-envC-yibQ	yibQ;envC;gpmM;	gpmMp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01188	yibD	yibD	waaH;	yibDp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01189	htrL	htrL	htrL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01190	yicC	yicC	yicC;	yicCp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01191	dinD	dinD	dinD;	dinDp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01192	yicG	yicG	yicG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01193	gmk	gmk	gmk;	gmkp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01194	xanP	xanP	xanP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01195	yicH	yicH	yicH;	yicHp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01196	selC	selC	selC;	selCp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01197	setC	setC	setC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01198	yicL	yicL	yicL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01199	nepI	nepI	nepI;	nepIp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01200	yicN	yicN	yicN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01201	adeQ	adeQ	adeQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01202	emrD	emrD	emrD;	emrDp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01203	yidHGF	yidHGF	yidH;yidG;yidF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01204	yidKJ	yidKJ	yidK;yidJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01205	glvCBG-ysdC	glvCBG-ysdC	glvC;glvB;glvG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01206	yidE	yidE	yidE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01207	dgoRKADT	dgoRKADT	dgoR;dgoK;dgoA;dgoD;dgoT;	dgoRp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01208	yidA	yidA	yidA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01209	yidB	yidB	yidB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01210	mnmE	mnmE	mnmE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01211	mdtL	mdtL	mdtL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01212	yidZ	yidZ	yidZ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01213	yieH	yieH	yieH;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01214	cbrB	cbrBC	cbrB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01215	cbrC	cbrBC	cbrC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01216	bglH-yieLK	bglH-yieLK	bglH;yieL;yieK;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01217	mnmG-rsmG	asnC-mioC-mnmG	mnmG;rsmG;	mnmGp	[EXP-IMP-POLAR-MUTATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01218	yihG	yihG	yihG;	yihGp				
RDBECOLITUC01219	mioC	asnC-mioC-mnmG	mioC;	mioCp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01220	ravA-viaA	ravA-viaA	ravA;viaA;	ravAp	[EXP-IEP-COREGULATION:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01221	kup	kup	kup;	kupp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01222	yieP-hsrA	yieP-hsrA	yieP;hsrA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01223	ppiC	ppiC	ppiC;	ppiCp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01224	yifN	yifN	yifN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01225	gpp	gpp	gpp;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01226	rhlB	rhlB	rhlB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01227	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	rfe-wzzE-wecBC-rffGHC-wecE-wzxE-wecF-wzyE-rffM	rffM;wzyE;wecF;wzxE;wecE;rffC;rffH;rffG;wecC;wecB;wzzE;rfe;	rfep	[COMP-AINF:W]		WEAK	
RDBECOLITUC01228	yifK	yifK	thrP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01229	yzcX	yzcX	yzcX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01230	yifL-dapF-yigA-xerC-yigB	yifL-dapF-yigA-xerC-yigB	yigB;xerC;yigA;dapF;lptM;	yifLp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01231	yigGF	yigGF	yigG;yigF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01232	rarD	rarD	rarD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01233	yigI	yigI	yigI;	yigIp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01234	pldA	pldA	pldA;	pldAp	[EXP-IDA-BOUNDARIES-DEFINED:W][COMP-AINF:W]		WEAK	
RDBECOLITUC01235	recQ	recQ	recQ;	recQp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01236	rhtC	rhtC	rhtC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01237	pldB-yigL	pldB-yigL	yigL;pldB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01238	bioP	bioP	bioP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01239	rmuC	rmuC	rmuC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01240	tatABC	tatABC	tatD;tatC;tatB;tatA;	tatAp1	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01241	tatD	tatABC	tatD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01242	ubiD	ubiD	ubiD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01243	fre	fre	fre;	frep1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01244	pepQ-yigZ-trkH-hemG	pepQ-yigZ-trkH-hemG	hemG;trkH;yigZ;pepQ;	pepQp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01245	yihD	yihD	yihD;	yihDp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01246	yihF	yihF	yihF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01247	yihI	yihI	yihI;	yihIp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01248	bipA	bipA	bipA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01249	yihLM	yihLM	yihM;yihL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01250	yihN	yihN	yihN;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01251	ompL	ompL	ompL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01252	yihPO	yihPO	yihP;yihO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01253	yihQ	yihQ	yihQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01254	yihR	yihR	yihR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01255	yihUTS	yihUTS	yihU;yihT;yihS;	yihUp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01256	yihV-csqR	yihV-csqR	csqR;yihV;	yihVp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01257	yihXY-dtd-fabY	yihXY-dtd-fabY	fabY;dtd;yihY;yihX;	yihXp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01258	yiiE	yiiE	yiiE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01259	yiiF	yiiF	yiiF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01260	fdhD	fdhD	fdhD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01261	yiiG	yiiG	yiiG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01262	frvABXR	frvABXR	frvA;frvB;frvX;frvR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01263	kdgT	kdgT	kdgT;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01264	yiiM	yiiM	yiiM;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01265	fieF	fieF	fieF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01266	sbp	sbp	sbp;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01267	yiiQ	yiiQ	yiiQ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01268	yiiR	yiiR	yiiR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01269	priA	priA	priA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01270	yiiX	yiiX	yiiX;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01271	yijE	yijE	yijE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01272	yijF	yijF	yijF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01273	ptsA-fsaB-gldA	ptsA-fsaB-gldA	ptsA;fsaB;gldA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01274	frwCB	frwCB	frwB;frwC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01275	yijO	yijO	yijO;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01276	eptC	eptC	eptC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01277	fabR-yijD	fabR-yijD	yijD;fabR;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01278	murB-birA	murB-birA	birA;murB;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01279	sroH	sroH	sroH;	sroHp	[EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01280	nudC-hemE-nfi	nudC-hemE-nfi	nfi;hemE;nudC;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01281	yjaG	yjaG	yjaG;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01282	yjaA	yjaA	yjaA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01283	arpA	arpA	arpA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01284	yjbB	yjbB	yjbB;	yjbBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01285	yjbD	yjbD	yjbD;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01286	yjbE	yjbEFGH	yjbE;	yjbEp1	[EXP-IDA-BOUNDARIES-DEFINED:W][EXP-IDA-TRANSCRIPT-LEN-DETERMINATION:S][COMP-AINF:W]		STRONG	
RDBECOLITUC01287	yjbFGH	yjbEFGH	yjbH;yjbG;yjbF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01288	xylE	xylE	xylE;	xylEp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01289	yjbI	yjbI	yjbI;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01290	dgkA	dgkA	dgkA;	dgkAp2	[COMP-AINF:W]		WEAK	
RDBECOLITUC01291	yjbJ	yjbJ	yjbJ;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01292	yjbLM	yjbLM	yjbM;yjbL;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01293	dusA	dusA	dusA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01294	dnaB	dnaB	dnaB;	dnaBp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01295	alr	alr	alr;	alrp1	[COMP-AINF:W]		WEAK	
RDBECOLITUC01296	aphA	aphA	aphA;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01297	yjbQR	yjbQR	yjbR;yjbQ;	yjbQp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01298	ghxP	ghxP	ghxP;	ghxPp	[COMP-AINF:W]		WEAK	
RDBECOLITUC01299	yjcE	yjcE	yjcE;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01300	yjcF	yjcF	yjcF;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01301	gltP	gltP	gltP;		[COMP-AINF:W]		WEAK	
RDBECOLITUC01302	yjcO	yjcO	yjcO;		[COMP-AINF:W]		WEAK	
